Рейтинг,Рейтинг кинокритиков,Название,Оригинальное название,Главные роли,год,страна,слоган,режиссер,сценарий,продюсер,оператор,композитор,художник,монтаж,жанр,бюджет,сборы в США,сборы в мире,сборы в России,зрители,премьера (мир),премьера (РФ),релиз на DVD,релиз на Blu-ray,возраст,рейтинг MPAA,время
7.970,74%,Хоббит: Пустошь Смауга,The Hobbit: The Desolation of Smaug,"Мартин Фриман, Ричард Армитедж, Иэн Маккеллен, Эванджелин Лилли, Орландо Блум, Люк Эванс, Бенедикт Камбербэтч, Ли Пейс, Кен Стотт, Эйдан Тернер, ..., ",2013,"США,  Новая Зеландия",«Beyond darkness... beyond desolation... lies the greatest danger of all»,Питер Джексон,"Фрэн Уолш,  Филиппа Бойенс,  Питер Джексон, ...","Кэролинн Каннингэм,  Питер Джексон,  Фрэн Уолш, ...",Эндрю Лесни,Говард Шор,"Дэн Хенна,  Саймон Брайт,  Энди МакЛарен, ...",Джабез Олссен,"фэнтези,  приключения,  боевик, ... слова",$225 000 000,$258 366 855,+ $700 000 000 = $958 366 855  сборы,$44 946 959,"11.2 млн,      6 млн,      4.9 млн, ...","2 декабря 2013, ...","18 декабря 2013,                             «Каро-Премьер»                           3D","17 апреля 2014,                        «CP Дистрибуция»","17 апреля 2014,                        «CP Дистрибуция»","зрителям, достигшим 12 лет",детям до 13 лет просмотр не желателен,161 мин. / 02:41
8.026,47%,Хулиганы,Hooligans,"Элайджа Вуд, Чарли Ханнэм, Клэр Форлани, Марк Уоррен, Лео Грегори, Джофф Белл, Киран Бью, Генри Гудман, Кристофер Хехир, Теренс Джей, ..., ",2005,"США,  Великобритания",«Stand Your Ground»,Лекси Александр,"Лекси Александр,  Дуги Бримсон,  Джош Шелов","Дебора Дель Прете,  Гиги Притцкер,  Дональд Цуккерман, ...",Александр Буоно,Кристофер Франке,"Том Браун,  Рики Эйрс,  Джон Крауза, ...",Пол Трехо,"драма,  криминал,  военный,  спорт, ... слова",,$346 830,+ $2 807 516 = $3 154 346 сборы,,"271.8 тыс.,      100.6 тыс.,      59.5 тыс., ...","12 марта 2005, ...",,"4 мая 2006,                        «CP-Digital»",,"зрителям, достигшим 16 лет",лицам до 17 лет обязательно присутствие взрослого,109 мин. / 01:49
8.203,81%,Гарри Поттер и философский камень,Harry Potter and the Sorcerer's Stone,"Дэниэл Рэдклифф, Руперт Гринт, Эмма Уотсон, Ричард Харрис, Алан Рикман, Мэгги Смит, Робби Колтрейн, Том Фелтон, Мэттью Льюис, Иэн Харт, ..., ",2001,"Великобритания,  США",«Путешествие в твою мечту»,Крис Коламбус,"Стивен Кловз,  Дж.К. Роулинг","Дэвид Хейман,  Тодд Арноу,  Майкл Барнатан, ...",Джон Сил,Джон Уильямс,"Стюарт Крэйг,  Эндрю Эклэнд-Сноу,  Питер Френсис, ...",Ричард Фрэнсис-Брюс,"фэнтези,  приключения,  семейный, ... слова",$125 000 000,$317 575 550,+ $657 179 821 = $974 755 371 сборы,$5 474 384,"55.7 млн,      16.2 млн,      12.4 млн, ...","4 ноября 2001, ...","21 марта 2002,                             «Каро-Премьер»","28 августа 2002,                        «Мост-Видео»","23 декабря 2008,                        «Юниверсал Пикчерс Рус»","зрителям, достигшим 12 лет",рекомендуется присутствие родителей,152 мин. / 02:32
8.049,41%,Пока не сыграл в ящик,The Bucket List,"Джек Николсон, Морган Фриман, Шон Хейс, Беверли Тодд, Роб Морроу, Альфонсо Фриман, Роуэна Кинг, Эннтон Берри мл., Верда Бриджес, Дестини Браунридж, ..., ",2007,США,«Оторвись напоследок»,Роб Райнер,Джастин Закэм,"Алан Грейсман,  Нил Мерон,  Роб Райнер, ...",Джон Шварцман,Марк Шэймен,"Билл Брзески,  Джей Пелиссье,  Молли Мэгиннис, ...",Роберт Лейтон,"драма,  комедия,  приключения, ... слова",$45 000 000,$93 466 502,+ $81 906 000 = $175 372 502  сборы,$926 500,"12.9 млн,      949.9 тыс.,      905.6 тыс., ...","16 декабря 2007, ...","6 марта 2008,                             «Каро-Премьер»","15 июня 2009,                        «Юниверсал Пикчерс Рус»",,"зрителям, достигшим 12 лет",детям до 13 лет просмотр не желателен,97 мин. / 01:37
7.937,100%,Тэмпл Грандин,Temple Grandin,"Клэр Дэйнс, Джулия Ормонд, Дэвид Стрэтэйрн, Кэтрин О’Хара, Стефани Фэраси, Бэрри Табб, Мелисса Фарман, Стив Ширер, Ричард Диллард, Дженна Хьюз, ..., ",2010,США,«Autism gave her a vision. She gave it a voice»,Мик Джексон,"Кристофер Монгер,  Мерритт Джонсон,  Тэмпл Грандин, ...","Скотт Фергюсон,  Джил Беллоуз,  Данте Ди Лорето, ...",Айвен Страсберг,Алекс Вурман,"Ричард Хувер,  Меган С. Роджерс,  Синди Эванс, ...",Лео Тромбетта,"драма,  биография, ... слова",,,,,,"6 февраля 2010, ...",,,,,,107 мин. / 01:47
8.059,93%,Дурак,,"Артем Быстров, Наталья Суркова, Юрий Цурило, Борис Невзоров, Кирилл Полухин, Александр Коршунов, Ольга Самошина, Дарья Мороз, Сергей Арцибашев, Елена Панова, ..., ",2014,Россия,«Успеет ли он спасти всех»,Юрий Быков,Юрий Быков,"Алексей Учитель,  Кира Саксаганская,  Елена Быстрова, ...",Кирилл Клепалов,Юрий Быков,"Ольга Погодина,  Станислав Новак",Юрий Быков,"драма, ... слова",$1 300 000,,,$15 554  сборы,5.1 тыс.,"9 августа 2014, ...","11 декабря 2014,                             «Премиум Фильм»","22 января 2015,                        «CP Дистрибуция»",,"зрителям, достигшим 16 лет",,116 мин. / 01:56
8.002,35%,Я – Сэм,I Am Sam,"Шон Пенн, Мишель Пфайффер, Дакота Фаннинг, Дайэнн Уист, Лоретта Дивайн, Ричард Шифф, Лора Дерн, Брэд Силверман, Джозеф Розенберг, Стэнли ДеСантис, ..., ",2001,США,«Тебе нужна была любовь»,Джесси Нельсон,"Кристин Джонсон,  Джесси Нельсон","Маршалл Херсковиц,  Джесси Нельсон,  Ричард Соломон, ...",Эллиот Дэвис,Джон Пауэлл,"Аарон Осборн,  Эрин Кохрэн,  Сьюзи ДеСанто, ...",Ричард Чю,"драма, ... слова",$22 000 000,$40 311 852,+ $57 506 287 = $97 818 139 сборы,,"6.94 млн,      686.2 тыс.,      466.7 тыс., ...","3 декабря 2001, ...",,"5 мая 2003,                        «Premier Digital»",,"зрителям, достигшим 16 лет",детям до 13 лет просмотр не желателен,132 мин. / 02:12
8.124,92%,Ford против Ferrari,Ford v Ferrari,"Кристиан Бэйл, Мэтт Дэймон, Катрина Балф, Трэйси Леттс, Джон Бернтал, Ноа Джуп, Джош Лукас, Ремо Джироне, Рэй Маккиннон, Джей Джей Филд, ..., ",2019,"США,  Франция",«They took the American dream for a ride»,Джеймс Мэнголд,"Джез Баттеруорт,  Джон-Генри Баттеруорт,  Джейсон Келлер","Dani Bernfeld,  Питер Чернин,  Anthony Dixon, ...",Фидон Папамайкл,"Марко Белтрами,  Бак Сандерс","Франсуа Одуи,  Густаф Аспегрен,  Джордан Феррер, ...","Эндрю Баклэнд,  Майкл МакКаскер,  Дирк Уэстервелт","биография,  спорт,  драма,  боевик, ... слова",$97 600 000,$117 624 357,+ $107 883 853 = $225 508 210  сборы,$11 535 765,2.51 млн,"30 августа 2019, ...","14 ноября 2019,                             «Двадцатый Век Фокс СНГ»",,,"зрителям, достигшим 16 лет",детям до 13 лет просмотр не желателен,152 мин. / 02:32
7.961,66%,Апокалипсис,Apocalypto,"Руди Янгблад, Далия Эрнандес, Джонатан Брюэр, Моррис Бердйеллоухэд, Карлос Эмилио Баэс, Рамирез Амилкар, Израэл Контрерас, Израэль Риос, Мария Исабель Диас, Эспиридион Акоста Каче, ..., ",2006,"США,  Мексика",«Империя майя. Участь предрешена»,Мэл Гибсон,"Мэл Гибсон,  Фарад Сафиниа","Брюс Дэвей,  Мэл Гибсон,  Джуди Белл, ...",Дин Семлер,Джеймс Хорнер,"Томас Е. Сандерс,  Роберто Бонелли,  Наман Маршалл, ...",Джон Райт,"боевик,  триллер,  драма,  приключения, ... слова",$40 000 000,$50 866 635,+ $69 787 702 = $120 654 337  сборы,$4 749 500,"7.72 млн,      1.06 млн,      936.1 тыс., ...","8 декабря 2006, ...","14 декабря 2006,                             «Централ Партнершип»","18 января 2007,                        «CP-Digital»",,"зрителям, достигшим 16 лет",лицам до 17 лет обязательно присутствие взрослого,139 мин. / 02:19
8.093,96%,Гарри Поттер и Дары Смерти: Часть II,Harry Potter and the Deathly Hallows: Part 2,"Дэниэл Рэдклифф, Руперт Гринт, Эмма Уотсон, Хелена Бонем Картер, Робби Колтрейн, Уорвик Дэвис, Рэйф Файнс, Майкл Гэмбон, Джон Хёрт, Джейсон Айзекс, ..., ",2011,"США,  Великобритания",«Все закончится»,Дэвид Йейтс,"Стивен Кловз,  Дж.К. Роулинг","Дэвид Баррон,  Дэвид Хейман,  Дж.К. Роулинг, ...",Эдуарду Серра,Александр Деспла,"Стюарт Крэйг,  Эндрю Эклэнд-Сноу,  Марк Бартоломью, ...",Марк Дэй,"фэнтези,  драма,  детектив,  приключения, ... слова",$125 000 000,$381 011 219,+ $960 500 000 = $1 341 511 219  сборы,$37 185 546,"48 млн,      12.1 млн,      10.4 млн, ...","7 июля 2011, ...","13 июля 2011,                             «Каро-Премьер»                           3D","17 ноября 2011,                        «CP-Digital»","17 ноября 2011,                        «CP-Digital»","зрителям, достигшим 12 лет",детям до 13 лет просмотр не желателен,130 мин. / 02:10
7.934,61%,Подмена,Changeling,"Анджелина Джоли, Джон Малкович, Джеффри Донован, Гэттлин Гриффит, Майкл Келли, Питер Герети, Колм Фиор, Джейсон Батлер Харнер, Эми Райан, Дэнис О’Хэр, ..., ",2008,США,"«To find her son, she did what no one else dared»",Клинт Иствуд,Дж. Майкл Стражински,"Клинт Иствуд,  Брайан Грейзер,  Рон Ховард, ...",Том Стерн,Клинт Иствуд,"Джеймс Дж. Мураками,  Патрик М. Салливан мл.,  Дебора Хоппер, ...","Джоэл Кокс,  Гари Роач","триллер,  драма,  криминал,  детектив,  биография,  история, ... слова",$55 000 000,$35 739 802,+ $77 280 454 = $113 020 256  сборы,$922 883,"4.96 млн,      1.41 млн,      1.39 млн, ...","20 мая 2008, ...","15 января 2009,                             «UPI»","17 февраля 2009,                        «Юниверсал Пикчерс Рус»","24 марта 2009,                        «Юниверсал Пикчерс Рус»","зрителям, достигшим 16 лет",лицам до 17 лет обязательно присутствие взрослого,141 мин. / 02:21
7.958,96%,Рататуй,Ratatouille,"Пэттон Освальт, Иэн Холм, Лу Романо, Брайан Деннехи, Питер Сон, Питер О’Тул, Брэд Гэррет, Джанин Гарофало, Уилл Арнетт, Джулиус Каллахан, ..., ",2007,США,«Он до смерти хочет стать шеф-поваром»,"Брэд Бёрд,  Ян Пинкава","Брэд Бёрд,  Ян Пинкава,  Джим Капобьянко, ...","Джон Лассетер,  Брэд Льюис,  Эндрю Стэнтон, ...",Шэрон Кэлахан,Майкл Джаккино,Харли Джессуп,Даррен Т. Холмс,"мультфильм,  приключения,  комедия,  семейный,  фэнтези,  драма, ... слова",$150 000 000,$206 445 654,+ $417 277 164 = $623 722 818  сборы,$10 147 600,"30 млн,      7.71 млн,      5.79 млн, ...","22 июня 2007, ...","28 июня 2007,                             «BVSPR»","24 мая 2011,                        «Уолт Дисней Компани СНГ»","11 февраля 2010,                        «Уолт Дисней Компани СНГ»",для любой зрительской аудитории,нет возрастных ограничений,111 мин. / 01:51
8.092,99%,Песнь моря,Song of the Sea,"Дэвид Роул, Брендан Глисон, Лиза Хэннигэн, Финола Флэнаган, Люси О’Коннелл, Джон Кенни, Пэт Шорт, Колм О’Снодай, Лиам Хурикан, Кевин Щвершч, ..., ",2014,"Ирландия,  Дания,  Бельгия,  Люксембург,  Франция",-,Томм Мур,"Уилл Коллинз,  Томм Мур","Клаус Токсвиг Кьяэр,  Томм Мур,  Росс Мюррэй, ...",,Бруно Куле,Адриен Мерижо,"Дарра Бирн,  Даррен Т. Холмс","мультфильм,  фэнтези,  драма,  приключения,  семейный, ... слова",€5 300 000,$857 522,+ $3 333 148 = $4 190 670 сборы,$35 245,11.4 тыс.,"6 сентября 2014, ...","27 августа 2015,                             «Премиум Фильм»",,,"зрителям, достигшим 6 лет",рекомендуется присутствие родителей,93 мин. / 01:33
8.057,100%,Золотая лихорадка,The Gold Rush,"Чарльз Чаплин, Мак Суэйн, Том Мюррэй, Генри Бергман, Малкольм Вейт, Джорджия Хейл, Джек Адамс, Фрэнк Адериас, Леона Адериас, Лиллиэн Адриан, ..., ",1925,США,-,Чарльз Чаплин,Чарльз Чаплин,Чарльз Чаплин,Роланд Тотеро,"Чарльз Чаплин,  Уильям П. Перри,  Карли Элинор",Чарльз Д. Холл,Чарльз Чаплин,"драма,  комедия,  приключения,  семейный, ... слова",$923 000,$5 450 000 сборы,,,,"26 июня 1925, ...",,,"22 июля 2011,                        «Деваль-Видео»",для любой зрительской аудитории,,95 мин. / 01:35
7.992,93%,Медведь,L'ours,"медведь Барт, Чеки Карио, Джек Уоллес, Андре Лакомб, ",1988,"Франция,  США",«He's an orphan... at the start of a journey. A journey to survive»,Жан-Жак Анно,"Жерар Браш,  Джеймс Оливер Кёрвуд","Клод Берри,  Пьер Грюнштейн",Филипп Русло,Филипп Сард,"Тони Люди,  Джордж Дитц,  Энтони Грингроу, ...",Ноэль Буассон,"драма,  приключения,  семейный, ... слова",,$31 753 898  сборы,,,"9.14 млн,      8 млн,      1.79 млн, ...","19 октября 1988, ...",,"16 сентября 2008,                        «CD Land»",,"зрителям, достигшим 12 лет",рекомендуется присутствие родителей,94 мин. / 01:34
8.019,93%,Крепкий орешек,Die Hard,"Брюс Уиллис, Алан Рикман, Бонни Беделиа, Реджинальд ВелДжонсон, Пол Глисон, Уильям Этертон, Харт Бокнер, Джеймс Шигета, Александр Годунов, Роберт Дави, ..., ",1988,США,"«40 Storeys High - with Suspense, Excitement and Adventure on every level!»",Джон МакТирнан,"Джеб Стюарт,  Стивен Е. де Соуза,  Родерик Торп","Лоуренс Гордон,  Джоэл Силвер,  Чарльз Гордон, ...",Ян де Бонт,Майкл Кэмен,"Джексон Де Говиа,  Джон Р. Дженсен,  Мэрлин Вэнс, ...","Джон Ф. Линк,  Фрэнк Дж. Уриосте","боевик,  триллер,  криминал, ... слова",$28 000 000,$83 008 852,+ $57 759 104 = $140 767 956 сборы,,"20.2 млн,      1.31 млн,      655.5 тыс.","12 июля 1988, ...",,"28 марта 2006,                        «Гемини-Фильм»","25 марта 2010,                        «Двадцатый Век Фокс СНГ»","зрителям, достигшим 16 лет",лицам до 17 лет обязательно присутствие взрослого,133 мин. / 02:13
7.959,83%,Ураган,The Hurricane,"Дензел Вашингтон, Виселос Реон Шеннон, Дебора Кара Ангер, Лив Шрайбер, Джон Ханна, Дэн Хедайя, Дебби Морган, Клэнси Браун, Дэвид Пэймер, Харрис Юлин, ..., ",1999,США,«His greatest fight was for justice»,Норман Джуисон,"Эрмиан Бернштейн,  Дэн Гордон,  Рубин Картер, ...","Эрмиан Бернштейн,  Норман Джуисон,  Джон Кечэм, ...",Роджер Дикинс,"Джереми Суит,  Кристофер Янг","Филип Розенберг,  Дэннис Девенпорт,  Эджи Джерард Роджерс, ...",Стивен Е. Ривкин,"драма,  биография,  спорт, ... слова",$50 000 000,$50 699 241,+ $23 257 000 = $73 956 241 сборы,,"9.13 млн,      368.9 тыс.,      362.1 тыс., ...","17 сентября 1999, ...",28 апреля 2000,,,"зрителям, достигшим 16 лет",лицам до 17 лет обязательно присутствие взрослого,146 мин. / 02:26
8.055,100%,Три идиота,3 Idiots,"Аамир Кхан, Мадхаван, Шарман Джоши, Карина Капур, Боман Ирани, Оми Вайдя, Мона Сингх, Джавед Джеффри, Парикшит Сахни, Оливер Лафонт, ..., ",2009,Индия,«Choose Excellence – Success will follow»,Раджкумар Хирани,"Абхиджит Джоши,  Раджкумар Хирани,  Видху Винод Чопра, ...","Видху Винод Чопра,  Вир Чопра,  Анил Давда, ...",С.К. Муралидаран,"Шантану Мойтра,  Атул Ранинга,  Санджай Вандрекар","Сумит Басу,  Ражниш Хедао,  Маниш Малхотра, ...",Раджкумар Хирани,"комедия,  мелодрама, ... слова",INR 550 000 000,$6 532 874,+ $4 208 189 = $10 741 063  сборы,,"1.05 млн,      388.5 тыс.,      332.5 тыс., ...","23 декабря 2009, ...",,,,"зрителям, достигшим 12 лет",детям до 13 лет просмотр не желателен,170 мин. / 02:50
8.034,92%,Убить пересмешника,To Kill a Mockingbird,"Грегори Пек, Мэри Бэдам, Филлип Элфорд, Фрэнк Овертон, Брок Питерс, Джеймс Андерсон, Джон Меджна, Коллин Уилкокс Пэкстон, Роберт Дювалл, Розмари Мерфи, ..., ",1962,США,«The most beloved and widely read Pulitzer Prize Winner now comes vividly alive on the screen!»,Роберт Маллиган,"Хортон Фут,  Харпер Ли","Алан Дж. Пакула,  Харпер Ли,  Роберт Маллиган, ...",Расселл Хэрлан,Элмер Бернстайн,"Генри Бамстед,  Александр Голицын,  Розмари Оделл, ...",Аарон Стелл,"драма,  криминал, ... слова",$2 000 000,$592 237 сборы,,,,"20 декабря 1962, ...",,,"12 ноября 2018,                        «НД Плэй»","зрителям, достигшим 16 лет",,129 мин. / 02:09
7.938,82%,Аватар,Avatar,"Сэм Уортингтон, Зои Салдана, Сигурни Уивер, Стивен Лэнг, Мишель Родригес, Джованни Рибизи, Джоэль Мур, Си Си Эйч Паундер, Уэс Стьюди, Лас Алонсо, ..., ",2009,США,«Это новый мир»,Джеймс Кэмерон,Джеймс Кэмерон,"Джеймс Кэмерон,  Джон Ландау,  Брук Бретон, ...",Мауро Фиоре,Джеймс Хорнер,"Рик Картер,  Роберт Стромберг,  Мартин Лэйн, ...","Джеймс Кэмерон,  Джон Рефуа,  Стивен Е. Ривкин","фантастика,  боевик,  драма,  приключения, ... слова",$237 000 000,$749 766 139,+ $1 994 570 654 = $2 744 336 793  сборы,$119 903 638,"97.3 млн,      27.6 млн,      16.5 млн, ...","10 декабря 2009, ...","17 декабря 2009,                             «Двадцатый Век Фокс СНГ»                           3D","22 апреля 2010,                        «Двадцатый Век Фокс СНГ»","29 апреля 2010,                        «Двадцатый Век Фокс СНГ»","зрителям, достигшим 12 лет",детям до 13 лет просмотр не желателен,162 мин. / 02:42
7.948,75%,Крупная рыба,Big Fish,"Юэн Макгрегор, Альберт Финни, Билли Крудап, Джессика Лэнг, Хелена Бонем Картер, Элисон Ломан, Роберт Гийом, Марион Котийяр, Мэттью МакГрори, Дэвид Денман, ..., ",2003,США,«Приключения длиною в жизнь»,Тим Бёртон,"Джон Огаст,  Дэниэл Уоллес","Брюс Коэн,  Дэн Джинкс,  Ричард Д. Занук, ...",Филипп Русло,Дэнни Элфман,"Деннис Гасснер,  Рой Барнс,  Жан-Мишель Дюкурти, ...",Крис Лебензон,"фэнтези,  драма,  мелодрама,  приключения, ... слова",$70 000 000,$66 809 693,+ $56 109 362 = $122 919 055  сборы,$840 000,"10.8 млн,      1.35 млн,      1.07 млн, ...","4 декабря 2003, ...","19 февраля 2004,                             «Каскад фильм»","17 июня 2004,                        «Columbia/Sony»","17 сентября 2009,                        «Columbia/Sony»","зрителям, достигшим 12 лет",детям до 13 лет просмотр не желателен,125 мин. / 02:05
7.880,74%,Столкновение,Crash,"Дон Чидл, Мэтт Диллон, Райан Филипп, Терренс Ховард, Сандра Буллок, Тэнди Ньютон, Брендан Фрейзер, Майкл Пенья, Шон Тоуб, Лудакрис, ..., ",2004,"США,  Германия","«Мы разные, но мы обречены столкнуться...»",Пол Хаггис,"Пол Хаггис,  Роберт Мореско","Дон Чидл,  Пол Хаггис,  Марк Р. Харрис, ...",Джеймс М. Муро,Марк Айшем,"Лоуренс Беннетт,  Брэнди Делл’Аринья,  Линда М. Басс, ...",Хьюз Уинборн,"триллер,  драма,  криминал, ... слова",$6 500 000,$54 580 300,+ $43 829 761 = $98 410 061 сборы,$405 000,"8.5 млн,      1.53 млн,      1.32 млн, ...","10 сентября 2004, ...","24 ноября 2005,                             «Люксор»","22 декабря 2005,                        «Videogram»",,"зрителям, достигшим 16 лет",лицам до 17 лет обязательно присутствие взрослого,108 мин. / 01:48
8.035,,Завтра была война,,"Сергей Никоненко, Нина Русланова, Вера Алентова, Наталья Негода, Ирина Чериченко, Юлия Тархова, Владимир Заманский, Радий Овчинников, Сергей Столяров, Владислав Демченко, ..., ",1987,СССР,-,Юрий Кара,Борис Васильев,,Вадим Семеновых,Антонио Вивальди,Анатолий Кочуров,Алла Мякотина,"драма, ... слова",,,,,13.5 млн,"9 июля 1987, ...",,"19 ноября 2009,                        «Новый Диск»",,"зрителям, достигшим 12 лет",,89 мин. / 01:29
8.031,53%,"Знакомьтесь, Джо Блэк",Meet Joe Black,"Брэд Питт, Энтони Хопкинс, Клэр Форлани, Джейк Уэбер, Марша Гей Харден, Джеффри Тэмбор, Дэвид С. Ховард, Луис Келли-Миллер, Джанни Ст. Джон, Ричард Кларк, ..., ",1998,США,«Meet Joe Black:  Sooner or Later Everyone Does»,Мартин Брест,"Рон Осборн,  Джефф Рино,  Кевин Уэйд, ...","Мартин Брест,  Селия Д. Костас,  Рональд Л. Швари, ...",Эммануэль Любецки,Томас Ньюман,"Данте Ферретти,  Роберт Гуерра,  Од Бронсон-Хауард, ...","Джо Хатшинг,  Майкл Троник","фэнтези,  мелодрама,  драма, ... слова",$90 000 000,$44 619 100,+ $98 321 000 = $142 940 100 сборы,,"9.5 млн,      1.29 млн,      1.07 млн, ...","2 ноября 1998, ...","20 февраля 1999,                             «Ист-Вест»","21 ноября 2006,                        «Юниверсал Пикчерс Рус»","8 февраля 2011,                        «Юниверсал Пикчерс Рус»","зрителям, достигшим 16 лет",детям до 13 лет просмотр не желателен,178 мин. / 02:58
8.126,94%,Звёздные войны: Эпизод 5 – Империя наносит ответный удар,Star Wars: Episode V - The Empire Strikes Back,"Марк Хэмилл, Харрисон Форд, Кэрри Фишер, Билли Ди Уильямс, Энтони Дэниелс, Дэвид Праус, Питер Мейхью, Кенни Бейкер, Фрэнк Оз, Алек Гиннесс, ..., ",1980,США,«The battle continues...»,Ирвин Кершнер,"Ли Брэкетт,  Лоуренс Кэздан,  Джордж Лукас","Гари Кертц,  Джим Блум,  Джордж Лукас, ...",Питер Сушицки,Джон Уильямс,"Норман Рейнольдс,  Айвор Лесли Дилли,  Гарри Ланж, ...","Т.М. Кристофер,  Пол Хирш,  Джордж Лукас, ...","фантастика,  боевик,  фэнтези,  приключения, ... слова",$18 000 000,$209 398 025,+ $190 685 234 = $400 083 259 сборы,,"98.2 млн,      9.09 млн,      5.05 млн, ...","17 мая 1980, ...",,"9 декабря 2010,                        «Двадцатый Век Фокс СНГ»",,для любой зрительской аудитории,рекомендуется присутствие родителей,124 мин. / 02:04
8.172,,Старший сын,,"Евгений Леонов, Николай Караченцов, Наталья Егорова, Владимир Изотов, Михаил Боярский, Светлана Крючкова, Николай Николаев-Никольский, Игорь Горбачев, ",1975,СССР,-,Виталий Мельников,"Виталий Мельников,  Александр Вампилов",,Юрий Векслер,Сергей Рахманинов,"Белла Маневич-Каплан,  Владислав Орлов,  О. Коковкина",Зинаида Шейнеман,"драма, ... слова",,,,,,"20 мая 1976, ...",,"27 февраля 2009,                        «Азимут»",,"зрителям, достигшим 12 лет",,134 мин.
7.936,89%,Рапунцель: Запутанная история,Tangled,"Мэнди Мур, Закари Ливай, Донна Мерфи, Рон Перлман, М. К. Гейни, Джеффри Тэмбор, Брэд Гэррет, Пол Ф. Томпкинс, Ричард Кил, Делани Роуз Стейн, ..., ",2010,США,«Приключения предпочитают блондинок»,"Нэйтан Грено,  Байрон Ховард","Дэн Фогельман,  Якоб Гримм,  Вильгельм Гримм","Рой Конли,  Глен Кин,  Джон Лассетер, ...",,Алан Менкен,"Дуглас Роджерс,  Дэн Купер,  Дэвид Гетц",Тим Мертенс,"мультфильм,  мюзикл,  фэнтези,  мелодрама,  комедия,  приключения,  семейный, ... слова",$260 000 000,$200 821 936,+ $390 973 000 = $591 794 936  сборы,$23 377 477,"25.4 млн,      3.99 млн,      3.93 млн, ...","24 ноября 2010, ...","25 ноября 2010,                             «WDSSPR»                           3D","22 марта 2011,                        «Уолт Дисней Компани СНГ»","29 марта 2011,                        «Уолт Дисней Компани СНГ»","зрителям, достигшим 6 лет",рекомендуется присутствие родителей,100 мин. / 01:40
7.985,98%,Вверх,Up,"Эдвард Эснер, Кристофер Пламмер, Джордан Нагаи, Боб Питерсон, Делрой Линдо, Джером Рэнфт, Джон Ратценбергер, Дэвид Кэй, Эли Доктер, Джереми Лири, ..., ",2009,США,"«Когда проблемы тянут ко дну, смотри вверх!»","Пит Доктер,  Боб Питерсон","Пит Доктер,  Боб Питерсон,  Том МакКарти","Джонас Ривера,  Джон Лассетер,  Кори Рэй, ...",Патрик Лин,Майкл Джаккино,"Рики Ниерва,  Даниэль Лопес Муньос",Кевин Нолтинг,"мультфильм,  драма,  комедия,  приключения,  семейный, ... слова",$175 000 000,$293 004 164,+ $442 094 918 = $735 099 082  сборы,$11 997 927,"39.1 млн,      6.36 млн,      4.47 млн, ...","13 мая 2009, ...","28 мая 2009,                             «BVSPR Disney»                           3D","19 ноября 2009,                        «Уолт Дисней Компани СНГ»","19 ноября 2009,                        «Уолт Дисней Компани СНГ»",для любой зрительской аудитории,рекомендуется присутствие родителей,96 мин. / 01:36
7.915,85%,Билли Эллиот,Billy Elliot,"Джейми Белл, Джули Уолтерс, Гари Льюис, Джин Хейвуд, Джэми Дрэйвен, Стюарт Уэллс, Майк Эллиот, Билли Фейн, Никола Блэкуэлл, Кэрол МакГиган, ..., ",2000,"Великобритания,  Франция",«Inside every one of us is a special talent waiting to come out. The trick is finding it»,Стивен Долдри,Ли Холл,"Грег Бренмен,  Чарльз Брэнд,  Джонатан Финн, ...",Брайан Тьюфано,Стивен Уорбек,"Мария Джуркович,  Адам О’Нилл,  Стюарт Мичем, ...",Джон Уилсон,"драма,  музыка, ... слова",$5 000 000,$21 995 263,+ $87 285 000 = $109 280 263 сборы,,"4.02 млн,      3.89 млн,      2.54 млн, ...","19 мая 2000, ...","12 апреля 2001,                             «West»","25 октября 2001,                        «West Video»",,"зрителям, достигшим 16 лет",лицам до 17 лет обязательно присутствие взрослого,110 мин. / 01:50
8.067,86%,Мулан,Mulan,"Эдди Мёрфи, Лиа Салонга, Мигель Феррер, Харви Файерстин, Фреда Фо Шен, Джун Форэй, Джеймс Хун, Мириам Маргулис, Пэт Морита, Марни Никсон, ..., ",1998,США,«The flower that blooms in adversity is the most rare and beautiful of all»,"Тони Бэнкрофт,  Бэрри Кук","Рита Сяо,  Крис Сандерс,  Филип ЛаЗебник, ...","Пэм Коутс,  Роберт С. Гарбер,  Кендра Хааланд",,Джерри Голдсмит,"Ханс Бахер,  Рик Слуйтер",Майкл Келли,"мультфильм,  мюзикл,  фэнтези,  приключения,  семейный,  военный, ... слова",$90 000 000,$120 620 254,+ $183 700 000 = $304 320 254 сборы,,"25.7 млн,      5.76 млн,      4.12 млн, ...","5 июня 1998, ...",25 декабря 1998,"17 августа 2010,                        «ВС трейд»","26 февраля 2013,                        «Уолт Дисней Компани СНГ»",для любой зрительской аудитории,нет возрастных ограничений,84 мин. / 01:24
